0.0,0.0,0.7,0.0,0.0,0.0,1.0
3.006415529946884e-18,-4.933318071636154e-18,0.5412403215473022,2.0113078161756843e-17,1.0262818373344984e-17,-6.5976996725503444e-21,1.0
-1.5168320757827954e-17,-1.7101115030231063e-17,0.4699582593044361,4.110340998693996e-17,2.531801871259846e-17,4.926147647711423e-20,1.0
-2.6599088837378438e-17,-2.7737547846848714e-17,0.36178691886284414,6.053965265885782e-17,2.531801871259846e-17,4.926147647711375e-20,1.0
-3.426667181333799e-17,-3.6556437910201153e-17,0.2113023015949137,7.413397287390032e-17,2.531801871259846e-17,4.926147647711341e-20,1.0
-4.193383377532064e-17,-4.3636477501510346e-17,0.1436422642143366,8.995594639970995e-17,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-4.984235773434181e-17,-4.3638404001005257e-17,0.14951204040446836,1.1643937574639469e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-5.84036945033161e-17,-4.363476916972171e-17,0.14981211475318262,1.4510519251409782e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-6.648470344840563e-17,-4.3686604070427697e-17,0.14982479910397747,1.721990284042408e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-7.452096999773e-17,-4.3640085922330336e-17,0.1498247100014785,1.9920550049867848e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-8.256097677167276e-17,-4.3340024807672754e-17,0.1498246994538513,2.260335541092259e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-9.062521478595532e-17,-4.3817038834581604e-17,0.14982470260213254,2.5296027358334867e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-9.866785313045213e-17,-4.385958010948744e-17,0.1498247025667386,2.7975688895334133e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-1.0670166695680941e-16,-4.3913117865177913e-17,0.14982470255056654,3.0660501488313033e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-1.147377664630242e-16,-4.396030459176627e-17,0.14982470255163946,3.33655854731784e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-1.2282509751118665e-16,-4.4004816934669706e-17,0.1498247025516761,3.6068080533333774e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-1.3092922909014687e-16,-4.4049803484100874e-17,0.14981050611773503,3.8753010627950945e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-1.390059902590437e-16,-4.4084744108004587e-17,0.14982317663046518,4.144138785045809e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-1.471056853113258e-16,-4.407762863303359e-17,0.14982491526758834,4.413575831629636e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-1.552069033502032e-16,-4.4133101371849456e-17,0.14982482208202724,4.686177344700706e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-1.6322822074756346e-16,-4.4185226780193654e-17,0.14982480334374124,4.955925170416299e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-1.6563887540542875e-16,-4.424642314602075e-17,0.1498247900916976,5.038770474389414e-16,1.3222647937465927e-17,2.7772802012446785e-18,1.0
-1.685540667413783e-16,-2.969792834092478e-17,0.14990040738370503,4.950611488302786e-16,1.0427933640323762e-17,2.73459407299676e-18,1.0
-1.754579337759087e-16,9.71790649766113e-18,0.14997117220332915,4.677285307347239e-16,5.672149505224021e-18,2.7748499579393944e-18,1.0
-1.8833930958869255e-16,3.0441783284292816e-16,0.15552898369455012,5.389259438408115e-17,1.4038848137469984e-17,4.1942504340369945e-18,1.0
-1.6319912271268368e-16,2.46006767396131e-16,0.17393198645562502,2.966778067382645e-17,6.333699801712678e-18,4.107032640395272e-18,1.0
-2.835021413570809e-16,1.6963279374316883e-16,0.19658960791618965,-2.4421291886647408e-17,-3.9383974678632184e-17,4.003872640959687e-18,1.0
-3.8619847436579707e-16,3.3196301043640577e-16,0.21677089322493728,-2.2381213549255872e-17,-1.2983813043956721e-17,4.001732812434745e-18,1.0
-3.4463422321664017e-16,4.117242046206319e-16,0.23508757574594347,-1.1348756556383952e-17,-3.2688542504327095e-18,4.109535131703449e-18,1.0
-3.8520217776666844e-16,3.8574532699060043e-16,0.25372628898445354,-4.767710055268175e-18,-3.281748756039541e-17,4.099988829317114e-18,1.0
-4.555922073132844e-16,3.613368815580135e-16,0.2730466154912566,1.0259915804793533e-17,-2.8483203232612373e-17,4.1320619809750144e-18,1.0
